GERI_ID;GERI_BESCHREIBUNG;GERI_NAME;GERI_VEGETARISCH_KNZ;GERI_ZUTATEN;BEMERKUNG;GERI_PREIS;GERI_TAEGLICH_KNZ;GERI_TATY_ID
175;Keine Beschreibung vorhanden;Paniertes Schollenfilet mit Shrimpsoáe, Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
183;Keine Beschreibung vorhanden;Currygemse mit Cuscus und Salatteller;J;Keine Zutaten vorhanden;;4;N;
184;Keine Beschreibung vorhanden;Rinderbraten mit Rotkohl und Kartoffeln;N;Keine Zutaten vorhanden;;5;N;
185;Keine Beschreibung vorhanden;Tomatencremesuppe;J;Keine Zutaten vorhanden;;1;N;
186;Keine Beschreibung vorhanden;Pizza mit Salami, Salatteller;N;Keine Zutaten vorhanden;;5;N;
187;Keine Beschreibung vorhanden;Fischtopf mit Lachs, Shrimps, Gemse und Salzkartoffeln, Salatteller;N;Keine Zutaten vorhanden;;5;N;
188;Keine Beschreibung vorhanden;Erbsensuppe;J;Keine Zutaten vorhanden;;1;N;
189;Keine Beschreibung vorhanden;Gemseauflauf mit Bechamelkartoffeln und Salatteller;J;Keine Zutaten vorhanden;;4;N;
190;Keine Beschreibung vorhanden;Szegediner Gulasch mit Sauerkraut und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
228;Keine Beschreibung vorhanden;Ravioli mit K„se-Kr„utersoáe, Salatteller;J;Keine Zutaten vorhanden;;4;N;
229;Keine Beschreibung vorhanden;Rinderrouladen mit Rahmwirsing und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
230;Keine Beschreibung vorhanden;Spinat-Rahmsuppe;J;Keine Zutaten vorhanden;;1;N;
231;Keine Beschreibung vorhanden;Zuchini mit Polentafllung, Tomatensoáe und Salatteller;J;Keine Zutaten vorhanden;;4;N;
232;Keine Beschreibung vorhanden;Kartoffel-Laucheintopf mit Rinderhack;N;Keine Zutaten vorhanden;;5;N;
233;Keine Beschreibung vorhanden;Kaiserschmarrn mit Birnenkompott;J;Keine Zutaten vorhanden;;4;N;
234;Keine Beschreibung vorhanden;Pizza mit gekochtem Schinken, K„se und Salatteller;N;Keine Zutaten vorhanden;;5;N;
235;Keine Beschreibung vorhanden;Apfel-Selleriesuppe;J;Keine Zutaten vorhanden;;1;N;
236;Keine Beschreibung vorhanden;Ofenkartoffeln mit Paprikagemse, Schmand und Salatteller;J;Keine Zutaten vorhanden;;4;N;
237;Keine Beschreibung vorhanden;Fleischk„se mit Bratkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
238;Keine Beschreibung vorhanden;"Mais-Lauchr”stlinge mit Bergk„sesauce und Salatteller				";J;Keine Zutaten vorhanden;;4;N;
239;Keine Beschreibung vorhanden;"H„hnchenschenkel mit Currysauce, Pommes und Salatteller				";N;Keine Zutaten vorhanden;;5;N;
240;Keine Beschreibung vorhanden;"Schweinebraten mit Erbsen-M”hrengemse, Salzkartoffeln				";N;Keine Zutaten vorhanden;;5;N;
245;Keine Beschreibung vorhanden;"Fischlasagne mit Kr„utercreme und Salatteller				";N;Keine Zutaten vorhanden;;5;N;
247;Keine Beschreibung vorhanden;Gemsepaella mit Nssen und Salatteller;J;Keine Zutaten vorhanden;;4;N;
248;Keine Beschreibung vorhanden;K„sesuppe mit Staudensellerie;J;Keine Zutaten vorhanden;;1;N;
249;Keine Beschreibung vorhanden;Gebackener Camembert mit Preiselbeeren und Salatteller;J;Keine Zutaten vorhanden;;4;N;
105;Keine Beschreibung vorhanden;"Heringsdip mit Pellkartoffeln und Salatteller				 ";N;Keine Zutaten vorhanden;;5;N;
106;Keine Beschreibung vorhanden;Graupensuppe;J;Keine Zutaten vorhanden;;1;N;
84;Keine Beschreibung vorhanden;Krbissuppe;J;Keine Zutaten vorhanden;;1;N;
85;Keine Beschreibung vorhanden;Sellerieschnitzel mit Tomatensoáe, Kartoffelpree und Salatteller;J;Keine Zutaten vorhanden;;4;N;
107;Keine Beschreibung vorhanden;"Stielmusgemse mit Kartoffelpree				 ";J;Keine Zutaten vorhanden;;4;N;
108;Keine Beschreibung vorhanden;"Kohlrouladen mit Speksauce, Salzkartoffeln und Salatteller				 ";N;Keine Zutaten vorhanden;;5;N;
121;Keine Beschreibung vorhanden;Pfannkuchen mit Gemsefllung, Salatteller;J;Keine Zutaten vorhanden;;4;N;
122;Keine Beschreibung vorhanden;Chilli con Carne mit Spiralnudeln, Salatteller;N;Keine Zutaten vorhanden;;5;N;
123;Keine Beschreibung vorhanden;Maronensuppe;N;Keine Zutaten vorhanden;;1;N;
124;Keine Beschreibung vorhanden;Currygemse mit Kartoffelecken, Salatteller;J;Keine Zutaten vorhanden;;4;N;
125;Keine Beschreibung vorhanden;Grnkohleintopf mit Mettenden und Rauchspeck;N;Keine Zutaten vorhanden;;5;N;
126;Keine Beschreibung vorhanden;Blumenkohlauflauf mit Rhrei und Kartoffeln;J;Keine Zutaten vorhanden;;4;N;
127;Keine Beschreibung vorhanden;Pizza mit Thunfisch, Salatteller;N;Keine Zutaten vorhanden;;5;N;
128;Keine Beschreibung vorhanden;Lachsschnitte in grner Soáe mit Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
129;Keine Beschreibung vorhanden;Rahmsuppe mit Saitlingen;N;Keine Zutaten vorhanden;;1;N;
130;Keine Beschreibung vorhanden;K„sesp„tzle mit Linsengemse ;J;Keine Zutaten vorhanden;;4;N;
131;Keine Beschreibung vorhanden;Zigeunerschnitzel mit Pommes und Salatteller;N;Keine Zutaten vorhanden;;5;N;
153;Keine Beschreibung vorhanden;Gemsesuppe;J;Keine Zutaten vorhanden;;1;N;
154;Keine Beschreibung vorhanden;Gemse-Bulgur mit Pilzen und Salatteller;J;Keine Zutaten vorhanden;;4;N;
155;Keine Beschreibung vorhanden;Rinderkraftbrhe;N;Keine Zutaten vorhanden;;1;N;
156;Keine Beschreibung vorhanden;Dampfnudeln mit Vanillesauce und Birnenkompott;J;Keine Zutaten vorhanden;;4;N;
157;Keine Beschreibung vorhanden;Linseneintopf mit Sidewrstchen;N;Keine Zutaten vorhanden;;5;N;
191;Keine Beschreibung vorhanden;Gemsewickel mit Tomatensoáe und Wildreis;J;Keine Zutaten vorhanden;;4;N;
204;Keine Beschreibung vorhanden;Apfelpfannekuchen mit Frchtemilchreis;J;Keine Zutaten vorhanden;;4;N;
205;Keine Beschreibung vorhanden;Schweinekotelett mit Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
206;Keine Beschreibung vorhanden;Kartoffelsuppe;J;Keine Zutaten vorhanden;;1;N;
207;Keine Beschreibung vorhanden;Polenta mit Pfannengemse und Fetak„se, Salatteller;J;Keine Zutaten vorhanden;;4;N;
208;Keine Beschreibung vorhanden;Erbsensuppe mit Siedewurst und Rauchspeck;N;Keine Zutaten vorhanden;;5;N;
209;Keine Beschreibung vorhanden;Gemselasagne mit Tomatensoáe und Salatteller;J;Keine Zutaten vorhanden;;4;N;
210;Keine Beschreibung vorhanden;Rindergeschnetzeltes mit Sp„tzle und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
211;Keine Beschreibung vorhanden;Paprika-Lauchsuppe;J;Keine Zutaten vorhanden;;1;N;
212;Keine Beschreibung vorhanden;Pizza mit Schinken, Salatteller;N;Keine Zutaten vorhanden;;5;N;
213;Keine Beschreibung vorhanden;Petersiliensuppe;J;Keine Zutaten vorhanden;;1;N;
214;Keine Beschreibung vorhanden;Sákartoffelragout mit Schwarzwurzel und Salatteller;J;Keine Zutaten vorhanden;;4;N;
215;Keine Beschreibung vorhanden;Himmel und Erde mit Blut- und Leberwurst;N;Keine Zutaten vorhanden;;5;N;
216;Keine Beschreibung vorhanden;Gemsestrudel mit Ananas Chutney und Salatteller;J;Keine Zutaten vorhanden;;4;N;
217;Keine Beschreibung vorhanden;Spaghetti Bolognaise mit Salatteller;N;Keine Zutaten vorhanden;;4;N;
218;Keine Beschreibung vorhanden;Ratatouille mit Kr„uteromelett und Pommes;J;Keine Zutaten vorhanden;;4;N;
219;Keine Beschreibung vorhanden;Kohleintopf mit Mettenden und Fleischwurst;N;Keine Zutaten vorhanden;;5;N;
220;Keine Beschreibung vorhanden;Pilzragout in weiáer Soáe mit Semmelkn”deln und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
221;Keine Beschreibung vorhanden;Rindergulasch mit Paprika, Spiralnudeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
222;Keine Beschreibung vorhanden;Linsen-Currysuppe;J;Keine Zutaten vorhanden;;1;N;
241;Keine Beschreibung vorhanden;Pizza mit Schinken, Fetak„se und Spinat, Salatteller;N;Keine Zutaten vorhanden;;5;N;
242;Keine Beschreibung vorhanden;Gulaschsuppe;N;Keine Zutaten vorhanden;;1;N;
243;Keine Beschreibung vorhanden;"Spinat-Kartoffelgratine mit Rhrei und Salatteller				";J;Keine Zutaten vorhanden;;4;N;
244;Keine Beschreibung vorhanden;Leberragout mit Apfelkompott, Kartoffelpree und Salatteller;N;Keine Zutaten vorhanden;;5;N;
246;Keine Beschreibung vorhanden;Gefllte Tortilla mit Bohnen und Rindfleisch, Salatteller;N;Keine Zutaten vorhanden;;5;N;
254;Keine Beschreibung vorhanden;Kartoffelcurry mit Gemse und Feldsalat;J;Keine Zutaten vorhanden;;4;N;
255;Keine Beschreibung vorhanden;Pillekuchen mit Schmand und Salatteller;J;Keine Zutaten vorhanden;;4;N;
256;Keine Beschreibung vorhanden;Saurer Bohneneintopf mit durchw. Speck und Mettenden;N;Keine Zutaten vorhanden;;5;N;
257;Keine Beschreibung vorhanden;Grnkernpl„tzchen mit Currydip und Salatteller;J;Keine Zutaten vorhanden;;4;N;
258;Keine Beschreibung vorhanden;Gemsepfanne mit H„hnchenbrust, Reis und Salatteller;N;Keine Zutaten vorhanden;;5;N;
259;Keine Beschreibung vorhanden;Zitronensuppe;J;Keine Zutaten vorhanden;;1;N;
260;Keine Beschreibung vorhanden;Pizza mit Fetak„se, Schinken und Salatteller;N;Keine Zutaten vorhanden;;5;N;
261;Keine Beschreibung vorhanden;Weiáe Bohnensuppe;J;Keine Zutaten vorhanden;;1;N;
262;Keine Beschreibung vorhanden;Auberginenr”llchen mit Reisfllung, Tomatensoáe und Salatteller;J;Keine Zutaten vorhanden;;4;N;
263;Keine Beschreibung vorhanden;Rinderhackb„llchen in Tomatensoáe mit Bandnudeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
277;Keine Beschreibung vorhanden;Gemsepfanne mit Polenta, Salatteller;J;Keine Zutaten vorhanden;;4;N;
278;Keine Beschreibung vorhanden;Kartoffelecken mit Ratatouille Gemse und Salatteller;J;Keine Zutaten vorhanden;;4;N;
279;Keine Beschreibung vorhanden;Suppe mit Frhlingslauch;J;Keine Zutaten vorhanden;;1;N;
280;Keine Beschreibung vorhanden;Bandnudeln mit pikanter Gemsesoáe, Salatteller;J;Keine Zutaten vorhanden;;4;N;
281;Keine Beschreibung vorhanden;Zigeunerschnitzel mit Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
410;Keine Beschreibung vorhanden;Rahmspinat mit Spiegeleier und Salzkartoffeln;J;Keine Zutaten vorhanden;;4;N;
411;Keine Beschreibung vorhanden;Curry-Mangosuppe;J;Keine Zutaten vorhanden;;1;N;
412;Keine Beschreibung vorhanden;Gefllte Ofenkartoffel mit Gemsequark und Salatteller;J;Keine Zutaten vorhanden;;4;N;
413;Keine Beschreibung vorhanden;Grillfleisch mit Bratkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
414;Keine Beschreibung vorhanden;Wirsingtasche mit Gemsefllung und Sákartoffelprree;J;Keine Zutaten vorhanden;;4;N;
424;Keine Beschreibung vorhanden;Bandnudeln mit Carbonara Soáe und Salatteller;N;Keine Zutaten vorhanden;;5;N;
425;Keine Beschreibung vorhanden;Melonensuppe;J;Keine Zutaten vorhanden;;1;N;
426;Keine Beschreibung vorhanden;Bratwurst mit Rbstielgemse und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
427;Keine Beschreibung vorhanden;Paprikagemse mit Fetak„se und Kartoffelecken, Salatteller;J;Keine Zutaten vorhanden;;4;N;
428;Keine Beschreibung vorhanden;Karotteneintopf mit Ger„uchertem und Fleischwurst;N;Keine Zutaten vorhanden;;5;N;
429;Keine Beschreibung vorhanden;Tomaten-Currysuppe;J;Keine Zutaten vorhanden;;1;N;
430;Keine Beschreibung vorhanden;Bauernomelett mit Gemse und Kartoffelfllung, Salatteller;J;Keine Zutaten vorhanden;;4;N;
431;Keine Beschreibung vorhanden;Rinderbraten mit Schwenkkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
433;Keine Beschreibung vorhanden;Rinderbraten mit Sp„tzle und Salattteller;N;Keine Zutaten vorhanden;;5;N;
434;Keine Beschreibung vorhanden;Pizza mit Parmaschinken und Mozarella, Salatteller;N;Keine Zutaten vorhanden;;5;N;
435;Keine Beschreibung vorhanden;Hollendischer Matjessalat mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
436;Keine Beschreibung vorhanden;Gemsegratine mit Currydip und Kartoffeln, Salatteller;J;Keine Zutaten vorhanden;;4;N;
437;Keine Beschreibung vorhanden;Kotelett mit Bratkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
536;Keine Beschreibung vorhanden;Kohlrabi-Sákartoffelauflauf mit Salatteller;J;Keine Zutaten vorhanden;;4;N;
541;Keine Beschreibung vorhanden;Karottenauflauf mit Marohnen, Kr„uterpree und Salatteller;J;Keine Zutaten vorhanden;;4;N;
542;Keine Beschreibung vorhanden;Hhnerfrikasse mit Pilzen, Lauch, Butterreis und Salat;N;Keine Zutaten vorhanden;;5;N;
543;Keine Beschreibung vorhanden;Kartoffel-Spinatgratine mit Spiegeleier und Salatteller;J;Keine Zutaten vorhanden;;4;N;
544;Keine Beschreibung vorhanden;Wiener Schnitzel vom Schwein mit Bratkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
545;Keine Beschreibung vorhanden;Apfel-Pfannkuchen mit mit Johannesbeerquark;J;Keine Zutaten vorhanden;;4;N;
546;Keine Beschreibung vorhanden;Irish Stew mit Lammfleisch und Mettenden ;N;Keine Zutaten vorhanden;;5;N;
547;Keine Beschreibung vorhanden;K„sesuppe mit Knoblauch;J;Keine Zutaten vorhanden;;1;N;
548;Keine Beschreibung vorhanden;Krbischutney mit Kartoffelr”stis und Salatteller;J;Keine Zutaten vorhanden;;4;N;
549;Keine Beschreibung vorhanden;Rindergeschnetzeltes mit Rotkohl und Kl”áen;N;Keine Zutaten vorhanden;;5;N;
550;Keine Beschreibung vorhanden;Hhnerbrhe mit Gemseeinlage;J;Keine Zutaten vorhanden;;1;N;
551;Keine Beschreibung vorhanden;Seelachsfilet in K„sesoáe mit Tomaten, Butterreis und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
552;Keine Beschreibung vorhanden;Currysuppe mit Sprossengemse;J;Keine Zutaten vorhanden;;1;N;
553;Keine Beschreibung vorhanden;Ratatouille Gemse mit Pilzrisotto, Salatteller;J;Keine Zutaten vorhanden;;4;N;
554;Keine Beschreibung vorhanden;Currygemse mit Mango, Sákartoffeln und Bratwurst, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
579;Keine Beschreibung vorhanden;Kartoffelbratlinge mit Sprossengemse, Paprika-Nussdip und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
580;Keine Beschreibung vorhanden;Gebratene H„hnchenbrust mit Lauchgemse und Kartoffeln ;N;Keine Zutaten vorhanden;;5;N;
585;Keine Beschreibung vorhanden;Pilzrisotto mit grateniertem Gemse und Salatteller;J;Keine Zutaten vorhanden;;4;N;
586;Keine Beschreibung vorhanden;Bergischer Panhas mit Grnkohlgemse und Salzkartoffeln ;J;Keine Zutaten vorhanden;;5;N;
587;Keine Beschreibung vorhanden;Currysuppe mit Blumenkohl;J;Keine Zutaten vorhanden;;1;N;
588;Keine Beschreibung vorhanden;Gemseeintopf mit ger„uchertem Geflgel und Graupen;N;Keine Zutaten vorhanden;;5;N;
589;Keine Beschreibung vorhanden;Auberginengemse mit buntem Basmatireis und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
590;Keine Beschreibung vorhanden;Schweinekotelett mit Buttergemse und Bratkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
591;Keine Beschreibung vorhanden;Fischragout mit Bandnudeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
601;Keine Beschreibung vorhanden;Nudelauflauf mit Zuchini und Tomaten, Salatteller;J;Keine Zutaten vorhanden;;5;N;
602;Keine Beschreibung vorhanden;Bratwurst mit Kohl in Currysoáe und Kartoffelpree;N;Keine Zutaten vorhanden;;5;N;
603;Keine Beschreibung vorhanden;Gemseragout mit Oliven und Pilzen, Risottoreis und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
604;Keine Beschreibung vorhanden;Burgunderbraten mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
605;Keine Beschreibung vorhanden;Petersilienwurzelsuppe;J;Keine Zutaten vorhanden;;1;N;
606;Keine Beschreibung vorhanden;Seelachsfilet in Dijon-Senfsoáe mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
607;Keine Beschreibung vorhanden;Kohlrabi-Safransuppe;J;Keine Zutaten vorhanden;;1;N;
608;Keine Beschreibung vorhanden;Grnkernbratlinge mit Paprikachutney und Salatteller;J;Keine Zutaten vorhanden;;4;N;
609;Keine Beschreibung vorhanden;Rinderhacksteak mit Zwiebelsoáe, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
610;Keine Beschreibung vorhanden;Kr„uter-Rahmsuppe;J;Keine Zutaten vorhanden;;1;N;
643;Keine Beschreibung vorhanden;Wirsingauflauf mit Pilzen und Kartoffel-Selleriepree;J;Keine Zutaten vorhanden;;5;N;
644;Keine Beschreibung vorhanden;Rindfleisch in Meerettichsoáe mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
645;Keine Beschreibung vorhanden;Amerikanisches Omelette mit K„se, Pommes und -Salatteller;J;Keine Zutaten vorhanden;;4;N;
695;Keine Beschreibung vorhanden;Kohleintopf mit Sch„lrippchen und Mettenden ;N;Keine Zutaten vorhanden;;5;N;
696;Keine Beschreibung vorhanden;K„sesuppe mit Spargel;J;Keine Zutaten vorhanden;;1;N;
697;Keine Beschreibung vorhanden;Polenta mit Oliven, Paprika, gebrat. Fetak„se und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
453;Keine Beschreibung vorhanden;Kr„utercrepe mit Gemsefllung an Bananen-Mangosoáe, Salatteller;J;Keine Zutaten vorhanden;;4;N;
454;Keine Beschreibung vorhanden;Roter Bohneneintopf mit Rindfleisch und Mettenden;N;Keine Zutaten vorhanden;;5;N;
455;Keine Beschreibung vorhanden;Mediteranes Pfannengemse mit Polenta, Tomatensoáe und Salatteller;J;Keine Zutaten vorhanden;;4;N;
456;Keine Beschreibung vorhanden;Paniertes Rotbarschfilet mit Senfsoáe, Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
457;Keine Beschreibung vorhanden;Grieáflammerie mit Mandeln und Obstkompott;J;Keine Zutaten vorhanden;;4;N;
458;Keine Beschreibung vorhanden;H„hnchenspieáe mit Gemse, Currysoáe, Reis und Salatteller;N;Keine Zutaten vorhanden;;5;N;
470;"Keine Beschreibung vorhanden
";Rinderhackbraten mit Champignonssauce, Salzkartoffeln und Saltteller;N;Keine Zutaten vorhanden;;5;N;
471;Keine Beschreibung vorhanden;Kartoffel-Lauchsuppe;J;Keine Zutaten vorhanden;;1;N;
472;Keine Beschreibung vorhanden;Blaubeerpfannkuchen mit Johannesbeeren-Quark;J;Keine Zutaten vorhanden;;4;N;
473;Keine Beschreibung vorhanden;Gemsepaella mit Pilzen und Salatteller;J;Keine Zutaten vorhanden;;4;N;
474;Keine Beschreibung vorhanden;Schweinegeschnetzeltes in Rahmsauce mit Sp„tzle und Salatteller;N;Keine Zutaten vorhanden;;5;N;
475;Keine Beschreibung vorhanden;Kabeljau in Meerrettichsauce mit Salzkartoffeln und Saltteller;N;Keine Zutaten vorhanden;;5;N;
476;Keine Beschreibung vorhanden;Spaghetti mit B„rlauchsauce, Parmesan und Saltteller;J;Keine Zutaten vorhanden;;4;N;
503;Keine Beschreibung vorhanden;Paprika gefllt mit Fetak„se, Kroketten und Salatteller;J;Keine Zutaten vorhanden;;4;N;
504;Keine Beschreibung vorhanden;Rostbratwrstchen mit Sauerkraut und Kartoffelpree;N;Keine Zutaten vorhanden;;5;N;
505;Keine Beschreibung vorhanden;Zuchini-Tomatenauflauf mit Kartoffelgratine und Salatteller;J;Keine Zutaten vorhanden;;4;N;
506;Keine Beschreibung vorhanden;Weiákohleintopf mit ger„uchertem Bauchfleisch und Mettenden ;N;Keine Zutaten vorhanden;;5;N;
507;Keine Beschreibung vorhanden;Gemsebratlinge mit Curry Dip und Salatteller;J;Keine Zutaten vorhanden;;4;N;
508;Keine Beschreibung vorhanden;Cordon Bleu mit Buttererbsen und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
509;Keine Beschreibung vorhanden;Pizza mit Salami und Peperoni, Salatteller;N;Keine Zutaten vorhanden;;5;N;
510;Keine Beschreibung vorhanden;Paniertes Seelachsfilet an Meerrettichsoáe mit Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
527;Keine Beschreibung vorhanden;Rindsbratwurst mit Zigeunersoáe, Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
597;Keine Beschreibung vorhanden;Entenbrust mit Orangensoáe, Kroketten und Brokkoligemse;N;Keine Zutaten vorhanden;;5;N;
598;Keine Beschreibung vorhanden;Garnelensuppe;N;Keine Zutaten vorhanden;;1;N;
599;Keine Beschreibung vorhanden;Pizza mit Garnelen und Lachs, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
600;Keine Beschreibung vorhanden;Lachsschnitte mit Zitronengras-Soáe, Petersilienkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
726;Keine Beschreibung vorhanden;Gebratene Aubergine mit Tofuwurst und Pilzen, Reisbeilage und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
727;Keine Beschreibung vorhanden;Gefllte B„rlauch-Crepe mit Spargel und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
728;Keine Beschreibung vorhanden;Gemsebratlinge mit Tandoori-Dip, Salatteller;J;Keine Zutaten vorhanden;;4;N;
729;Keine Beschreibung vorhanden;Rahmschnitzel mit Spargelgemse und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
730;Keine Beschreibung vorhanden;Spitzkohlgemse mit Bratwurst und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
755;Keine Beschreibung vorhanden;Gemsecurry mit Spargel, Petersilienkartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
756;Keine Beschreibung vorhanden;Stroganoff vom Rind mit Pilzen, Kroketten und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
757;Keine Beschreibung vorhanden;Omelette mit Spinatllung, Kartoffelgratine und Salatteller;J;Keine Zutaten vorhanden;;4;N;
758;Keine Beschreibung vorhanden;Frhlingseintopf mit Spargel, H„hnchenbrust und Schinken;N;Keine Zutaten vorhanden;;5;N;
759;Keine Beschreibung vorhanden;Rinderleber in Rotweinjus mit Apfelkompott, Kartoffelpree und Salatteller;N;Keine Zutaten vorhanden;;5;N;
760;Keine Beschreibung vorhanden;Pizza mit Garnelen, Schinken und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
767;Keine Beschreibung vorhanden;Thai Gemse mit Erdnuss-Sojasoáe, Reisnudeln und Salatteller;J;Keine Zutaten vorhanden;;5;N;
779;Keine Beschreibung vorhanden;Paprikaschote, gefllt mit Rindfleisch mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
780;Keine Beschreibung vorhanden;Pilzpfanne mit R”stkartoffeln und Ei, Salatteller;J;Keine Zutaten vorhanden;;5;N;
781;Keine Beschreibung vorhanden;Bratwurst mit Sauerkraut und Kartoffelpree;N;Keine Zutaten vorhanden;;5;N;
782;Keine Beschreibung vorhanden;Paella mit Meeresfrchten, Geflgel und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
783;Keine Beschreibung vorhanden;Lauchsuppe mit K„se;J;Keine Zutaten vorhanden;;1;N;
784;Keine Beschreibung vorhanden;Rahmgeschnetzeltes vom Schwein mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
797;Keine Beschreibung vorhanden;Spareribs mit Bratkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
798;Keine Beschreibung vorhanden;Linsensuppe mit Siedewurst und durchwachsenem Speck;N;Keine Zutaten vorhanden;;5;N;
799;Keine Beschreibung vorhanden;Aubergine mit Pilzfllung, K„sesoáe, Risotto Reis und Salatteller;J;Keine Zutaten vorhanden;;5;N;
800;Keine Beschreibung vorhanden;Szegediner Gulasch mit Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
801;Keine Beschreibung vorhanden;Pizza mit Pilzen und gekochtem Schinken, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
802;Keine Beschreibung vorhanden;Kabeljau in Soáe Veloute mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
805;Keine Beschreibung vorhanden;Kartoffelecken mit Gemse, Frhlingslauch-Dip und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
806;Keine Beschreibung vorhanden;Vanille Milchreis mit Pfirsichkompott;J;Keine Zutaten vorhanden;;4;N;
807;Keine Beschreibung vorhanden;Pizza mit Champignons und gekochtem Schinken, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
808;Keine Beschreibung vorhanden;Brokkoligemse mit K„se berbacken, R”stis und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
809;Keine Beschreibung vorhanden;Gefllte Tortillas mit Rindfleisch und Avocado-Dip, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
345;Keine Beschreibung vorhanden;Pfannkuchen mit pfel und Erdbeerquark;J;Keine Zutaten vorhanden;;4;N;
346;Keine Beschreibung vorhanden;Rinderhacksteak mit K„sefllung, Speckkartoffeln, Salatteller;N;Keine Zutaten vorhanden;;5;N;
347;Keine Beschreibung vorhanden;Eintopf mit Spargel und Schweinefilet;N;Keine Zutaten vorhanden;;5;N;
348;Keine Beschreibung vorhanden;"Paprikaschiffchen mit Spargel und Cuscusfllung, Salatteller	";J;Keine Zutaten vorhanden;;4;N;
349;Keine Beschreibung vorhanden;H„hnchenfleisch mit buntem Gemse und Pommes-Krokett;N;Keine Zutaten vorhanden;;5;N;
350;Keine Beschreibung vorhanden;Thaisuppe;J;Keine Zutaten vorhanden;;1;N;
351;Keine Beschreibung vorhanden;Sylter Matjessalat mit Pellkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
352;Keine Beschreibung vorhanden;Tortellinis mit B„rlauchsoáe und Salatteller;J;Keine Zutaten vorhanden;;4;N;
360;Keine Beschreibung vorhanden;Spaghetti mit Tomatensoáe, Parmesan und Salatteller;J;Keine Zutaten vorhanden;;4;N;
361;Keine Beschreibung vorhanden;Rinderbratwurst mit Blumenkohl und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
362;Keine Beschreibung vorhanden;K„secremesuppe mit B„rlauch;J;Keine Zutaten vorhanden;;1;N;
363;Keine Beschreibung vorhanden;Gemsepfanne mit Spargel und Kartoffelecken, Salatteller;J;Keine Zutaten vorhanden;;4;N;
