TAGE_ID;TAGE_GERI_ID;TAGE_TATY_ID;TAGE_DATUM;TAGE_GESPERRT_KNZ;TAGE_PREIS;ERFASST_VON;ERFASST_AM;GEAENDERT_VON;GEAENDERT_AM;BEMERKUNG
3.482;36;15;07.22.2013 00:00:00;J;3;JMA;;JMA;07.12.2013 00:00:00;
3.483;39;9;07.22.2013 00:00:00;J;3;JMA;;JMA;07.12.2013 00:00:00;
3.484;40;9;07.22.2013 00:00:00;J;3;JMA;;JMA;07.12.2013 00:00:00;
3.620;201;12;07.30.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.621;452;10;07.30.2013 00:00:00;J;4;JMA;;JMA;07.26.2013 00:00:00;
3.622;252;11;07.30.2013 00:00:00;J;5;JMA;;JMA;07.26.2013 00:00:00;
3.623;81;12;07.31.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.624;453;10;07.31.2013 00:00:00;J;4;JMA;;JMA;07.26.2013 00:00:00;
3.625;454;11;07.31.2013 00:00:00;J;5;JMA;;JMA;07.26.2013 00:00:00;
3.626;199;12;08.01.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.627;455;10;08.01.2013 00:00:00;J;4;JMA;;JMA;07.26.2013 00:00:00;
3.628;337;11;08.01.2013 00:00:00;J;5;JMA;;JMA;07.26.2013 00:00:00;
3.629;341;12;08.02.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.630;44;10;08.02.2013 00:00:00;J;4;JMA;;JMA;07.26.2013 00:00:00;
3.631;140;10;08.02.2013 00:00:00;J;5;JMA;;JMA;07.26.2013 00:00:00;
3.632;456;11;08.02.2013 00:00:00;J;5;JMA;;JMA;07.26.2013 00:00:00;
3.633;49;12;08.05.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.634;457;10;08.05.2013 00:00:00;J;4;JMA;;JMA;07.26.2013 00:00:00;
3.635;458;11;08.05.2013 00:00:00;J;5;JMA;;JMA;07.26.2013 00:00:00;
3.702;93;15;08.13.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.703;94;15;08.13.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.704;33;16;08.13.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.705;34;16;08.13.2013 00:00:00;J;2;TAM;;TAM;08.09.2013 00:00:00;
3.706;37;9;08.13.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.707;38;9;08.13.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.708;35;15;08.13.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.709;36;15;08.13.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.710;39;9;08.13.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.711;40;9;08.13.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.712;93;15;08.14.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.713;94;15;08.14.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.714;33;16;08.14.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.715;34;16;08.14.2013 00:00:00;J;2;TAM;;TAM;08.09.2013 00:00:00;
3.716;37;9;08.14.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.717;38;9;08.14.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.718;35;15;08.14.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.719;36;15;08.14.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.720;39;9;08.14.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.721;40;9;08.14.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.722;93;15;08.15.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.723;94;15;08.15.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.724;33;16;08.15.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.725;34;16;08.15.2013 00:00:00;J;2;TAM;;TAM;08.09.2013 00:00:00;
3.726;37;9;08.15.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.727;38;9;08.15.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.728;35;15;08.15.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.729;36;15;08.15.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.730;39;9;08.15.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.731;40;9;08.15.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.732;93;15;08.16.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.733;94;15;08.16.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.734;33;16;08.16.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.735;34;16;08.16.2013 00:00:00;J;2;TAM;;TAM;08.09.2013 00:00:00;
3.736;37;9;08.16.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.737;38;9;08.16.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.738;35;15;08.16.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.739;36;15;08.16.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.740;39;9;08.16.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.741;40;9;08.16.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.742;93;15;08.19.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.743;94;15;08.19.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.744;33;16;08.19.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.745;34;16;08.19.2013 00:00:00;J;2;TAM;;TAM;08.09.2013 00:00:00;
3.746;37;9;08.19.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.747;38;9;08.19.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.748;35;15;08.19.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.749;36;15;08.19.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.750;39;9;08.19.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
3.751;40;9;08.19.2013 00:00:00;J;3;TAM;;TAM;08.09.2013 00:00:00;
4.037;93;15;09.17.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.038;94;15;09.17.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.039;33;16;09.17.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.040;34;16;09.17.2013 00:00:00;J;2;JMA;;JMA;09.13.2013 00:00:00;
4.041;37;9;09.17.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.042;38;9;09.17.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.043;35;15;09.17.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.044;36;15;09.17.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.045;39;9;09.17.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.046;40;9;09.17.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.047;93;15;09.18.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.048;94;15;09.18.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
3.285;400;12;06.25.2013 00:00:00;J;1;JMA;;JMA;06.24.2013 00:00:00;
3.286;401;10;06.25.2013 00:00:00;J;4;JMA;;JMA;06.24.2013 00:00:00;
3.287;138;11;06.25.2013 00:00:00;J;5;JMA;;JMA;06.24.2013 00:00:00;
3.288;99;12;06.26.2013 00:00:00;J;1;JMA;;JMA;06.24.2013 00:00:00;
3.289;402;10;06.26.2013 00:00:00;J;4;JMA;;JMA;06.24.2013 00:00:00;
3.290;405;11;06.26.2013 00:00:00;J;5;JMA;;JMA;06.24.2013 00:00:00;
3.291;213;12;06.27.2013 00:00:00;J;1;JMA;;JMA;06.24.2013 00:00:00;
3.292;323;10;06.27.2013 00:00:00;J;4;JMA;;JMA;06.24.2013 00:00:00;
3.293;395;11;06.27.2013 00:00:00;J;5;JMA;;JMA;06.24.2013 00:00:00;
3.294;139;12;06.28.2013 00:00:00;J;1;JMA;;JMA;06.24.2013 00:00:00;
3.295;44;10;06.28.2013 00:00:00;J;4;JMA;;JMA;06.24.2013 00:00:00;
3.296;406;10;06.28.2013 00:00:00;J;5;JMA;;JMA;06.24.2013 00:00:00;
3.297;407;11;06.28.2013 00:00:00;J;5;JMA;;JMA;06.24.2013 00:00:00;
3.298;153;12;07.01.2013 00:00:00;J;1;JMA;;JMA;06.24.2013 00:00:00;
3.299;308;10;07.01.2013 00:00:00;J;4;JMA;;JMA;06.24.2013 00:00:00;
3.300;408;11;07.01.2013 00:00:00;J;5;JMA;;JMA;06.24.2013 00:00:00;
3.485;425;12;07.16.2013 00:00:00;J;1;JMA;;JMA;07.12.2013 00:00:00;
3.486;209;10;07.16.2013 00:00:00;J;4;JMA;;JMA;07.12.2013 00:00:00;
3.487;426;11;07.16.2013 00:00:00;J;5;JMA;;JMA;07.12.2013 00:00:00;
3.488;289;12;07.17.2013 00:00:00;J;1;JMA;;JMA;07.12.2013 00:00:00;
3.489;427;10;07.17.2013 00:00:00;J;4;JMA;;JMA;07.12.2013 00:00:00;
3.490;428;11;07.17.2013 00:00:00;J;5;JMA;;JMA;07.12.2013 00:00:00;
3.491;429;12;07.18.2013 00:00:00;J;1;JMA;;JMA;07.12.2013 00:00:00;
3.492;430;10;07.18.2013 00:00:00;J;4;JMA;;JMA;07.12.2013 00:00:00;
3.493;433;11;07.18.2013 00:00:00;J;5;JMA;;JMA;07.12.2013 00:00:00;
3.494;106;12;07.19.2013 00:00:00;J;1;JMA;;JMA;07.12.2013 00:00:00;
3.495;44;10;07.19.2013 00:00:00;J;4;JMA;;JMA;07.12.2013 00:00:00;
3.496;434;10;07.19.2013 00:00:00;J;5;JMA;;JMA;07.12.2013 00:00:00;
3.497;435;11;07.19.2013 00:00:00;J;5;JMA;;JMA;07.12.2013 00:00:00;
3.498;153;12;07.22.2013 00:00:00;J;1;JMA;;JMA;07.12.2013 00:00:00;
3.499;436;10;07.22.2013 00:00:00;J;4;JMA;;JMA;07.12.2013 00:00:00;
3.500;437;11;07.22.2013 00:00:00;J;5;JMA;;JMA;07.12.2013 00:00:00;
3.752;115;12;08.13.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.753;469;10;08.13.2013 00:00:00;J;4;TAM;;TAM;08.09.2013 00:00:00;
3.754;470;11;08.13.2013 00:00:00;J;5;TAM;;TAM;08.09.2013 00:00:00;
3.755;471;12;08.14.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.756;472;10;08.14.2013 00:00:00;J;4;TAM;;TAM;08.09.2013 00:00:00;
3.757;146;11;08.14.2013 00:00:00;J;5;TAM;;TAM;08.09.2013 00:00:00;
3.758;199;12;08.15.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.759;473;10;08.15.2013 00:00:00;J;4;TAM;;TAM;08.09.2013 00:00:00;
3.760;474;11;08.15.2013 00:00:00;J;5;TAM;;TAM;08.09.2013 00:00:00;
3.761;87;12;08.16.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.762;44;10;08.16.2013 00:00:00;J;4;TAM;;TAM;08.09.2013 00:00:00;
3.763;60;10;08.16.2013 00:00:00;J;5;TAM;;TAM;08.09.2013 00:00:00;
3.764;475;11;08.16.2013 00:00:00;J;5;TAM;;TAM;08.09.2013 00:00:00;
3.765;341;12;08.19.2013 00:00:00;J;1;TAM;;TAM;08.09.2013 00:00:00;
3.766;476;10;08.19.2013 00:00:00;J;4;TAM;;TAM;08.09.2013 00:00:00;
3.767;416;11;08.19.2013 00:00:00;J;5;TAM;;TAM;08.09.2013 00:00:00;
3.836;93;15;08.27.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.837;94;15;08.27.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.838;33;16;08.27.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.839;34;16;08.27.2013 00:00:00;J;2;JMA;;JMA;08.23.2013 00:00:00;
3.840;37;9;08.27.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.841;38;9;08.27.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.842;35;15;08.27.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.843;36;15;08.27.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.844;39;9;08.27.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.845;40;9;08.27.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.846;93;15;08.28.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.847;94;15;08.28.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.848;33;16;08.28.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.849;34;16;08.28.2013 00:00:00;J;2;JMA;;JMA;08.23.2013 00:00:00;
3.850;37;9;08.28.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.851;38;9;08.28.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.852;35;15;08.28.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.853;36;15;08.28.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.854;39;9;08.28.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.855;40;9;08.28.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.856;93;15;08.29.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.857;94;15;08.29.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.858;33;16;08.29.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.859;34;16;08.29.2013 00:00:00;J;2;JMA;;JMA;08.23.2013 00:00:00;
3.860;37;9;08.29.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.861;38;9;08.29.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.862;35;15;08.29.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.863;36;15;08.29.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.864;39;9;08.29.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.865;40;9;08.29.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.866;93;15;08.30.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.867;94;15;08.30.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.868;33;16;08.30.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.869;34;16;08.30.2013 00:00:00;J;2;JMA;;JMA;08.23.2013 00:00:00;
3.870;37;9;08.30.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.871;38;9;08.30.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.872;35;15;08.30.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.873;36;15;08.30.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.874;39;9;08.30.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.875;40;9;08.30.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.876;93;15;09.02.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.877;94;15;09.02.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.878;33;16;09.02.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.879;34;16;09.02.2013 00:00:00;J;2;JMA;;JMA;08.23.2013 00:00:00;
3.880;37;9;09.02.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.881;38;9;09.02.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.882;35;15;09.02.2013 00:00:00;J;1;JMA;;JMA;08.23.2013 00:00:00;
3.883;36;15;09.02.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.884;39;9;09.02.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
3.885;40;9;09.02.2013 00:00:00;J;3;JMA;;JMA;08.23.2013 00:00:00;
4.049;33;16;09.18.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.050;34;16;09.18.2013 00:00:00;J;2;JMA;;JMA;09.13.2013 00:00:00;
4.051;37;9;09.18.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.052;38;9;09.18.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.053;35;15;09.18.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.054;36;15;09.18.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.055;39;9;09.18.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.056;40;9;09.18.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.057;93;15;09.19.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.058;94;15;09.19.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.059;33;16;09.19.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.060;34;16;09.19.2013 00:00:00;J;2;JMA;;JMA;09.13.2013 00:00:00;
4.061;37;9;09.19.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.062;38;9;09.19.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.063;35;15;09.19.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.064;36;15;09.19.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.065;39;9;09.19.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.066;40;9;09.19.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.067;93;15;09.20.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.068;94;15;09.20.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.069;33;16;09.20.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.070;34;16;09.20.2013 00:00:00;J;2;JMA;;JMA;09.13.2013 00:00:00;
4.071;37;9;09.20.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.072;38;9;09.20.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.073;35;15;09.20.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.074;36;15;09.20.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.075;39;9;09.20.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.076;40;9;09.20.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.077;93;15;09.23.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.078;94;15;09.23.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.079;33;16;09.23.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.080;34;16;09.23.2013 00:00:00;J;2;JMA;;JMA;09.13.2013 00:00:00;
4.081;37;9;09.23.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.082;38;9;09.23.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.083;35;15;09.23.2013 00:00:00;J;1;JMA;;JMA;09.13.2013 00:00:00;
4.084;36;15;09.23.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.085;39;9;09.23.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.086;40;9;09.23.2013 00:00:00;J;3;JMA;;JMA;09.13.2013 00:00:00;
4.104;93;15;09.24.2013 00:00:00;J;3;JMA;;JMA;09.20.2013 00:00:00;
4.105;94;15;09.24.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.106;33;16;09.24.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.107;34;16;09.24.2013 00:00:00;J;2;JMA;;JMA;09.20.2013 00:00:00;
4.108;37;9;09.24.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.109;38;9;09.24.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.110;35;15;09.24.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.111;36;15;09.24.2013 00:00:00;J;3;JMA;;JMA;09.20.2013 00:00:00;
4.112;39;9;09.24.2013 00:00:00;J;3;JMA;;JMA;09.20.2013 00:00:00;
4.113;40;9;09.24.2013 00:00:00;J;3;JMA;;JMA;09.20.2013 00:00:00;
4.114;93;15;09.25.2013 00:00:00;J;3;JMA;;JMA;09.20.2013 00:00:00;
4.115;94;15;09.25.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.116;33;16;09.25.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.117;34;16;09.25.2013 00:00:00;J;2;JMA;;JMA;09.20.2013 00:00:00;
4.118;37;9;09.25.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.119;38;9;09.25.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.120;35;15;09.25.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
4.121;36;15;09.25.2013 00:00:00;J;3;JMA;;JMA;09.20.2013 00:00:00;
4.122;39;9;09.25.2013 00:00:00;J;3;JMA;;JMA;09.20.2013 00:00:00;
4.123;40;9;09.25.2013 00:00:00;J;3;JMA;;JMA;09.20.2013 00:00:00;
4.124;93;15;09.26.2013 00:00:00;J;3;JMA;;JMA;09.20.2013 00:00:00;
4.125;94;15;09.26.2013 00:00:00;J;1;JMA;;JMA;09.20.2013 00:00:00;
3.419;90;12;07.09.2013 00:00:00;J;1;JMA;;JMA;07.05.2013 00:00:00;
3.420;415;10;07.09.2013 00:00:00;J;4;JMA;;JMA;07.05.2013 00:00:00;
3.421;416;11;07.09.2013 00:00:00;J;5;JMA;;JMA;07.05.2013 00:00:00;
3.422;206;12;07.10.2013 00:00:00;J;1;JMA;;JMA;07.05.2013 00:00:00;
3.423;417;10;07.10.2013 00:00:00;J;4;JMA;;JMA;07.05.2013 00:00:00;
3.424;418;11;07.10.2013 00:00:00;J;5;JMA;;JMA;07.05.2013 00:00:00;
3.425;42;12;07.11.2013 00:00:00;J;1;JMA;;JMA;07.05.2013 00:00:00;
3.426;419;10;07.11.2013 00:00:00;J;4;JMA;;JMA;07.05.2013 00:00:00;
3.427;192;11;07.11.2013 00:00:00;J;4;JMA;;JMA;07.05.2013 00:00:00;
3.428;53;12;07.12.2013 00:00:00;J;1;JMA;;JMA;07.05.2013 00:00:00;
3.429;44;10;07.12.2013 00:00:00;J;4;JMA;;JMA;07.05.2013 00:00:00;
3.430;421;10;07.12.2013 00:00:00;J;5;JMA;;JMA;07.05.2013 00:00:00;
3.431;422;11;07.12.2013 00:00:00;J;5;JMA;;JMA;07.05.2013 00:00:00;
3.432;87;12;07.15.2013 00:00:00;J;1;JMA;;JMA;07.05.2013 00:00:00;
3.433;423;10;07.15.2013 00:00:00;J;4;JMA;;JMA;07.05.2013 00:00:00;
3.434;424;11;07.15.2013 00:00:00;J;5;JMA;;JMA;07.05.2013 00:00:00;
3.551;438;12;07.23.2013 00:00:00;J;1;JMA;;JMA;07.18.2013 00:00:00;
3.552;439;10;07.23.2013 00:00:00;J;4;JMA;;JMA;07.18.2013 00:00:00;
3.553;440;11;07.23.2013 00:00:00;J;5;JMA;;JMA;07.18.2013 00:00:00;
3.554;328;12;07.24.2013 00:00:00;J;1;JMA;;JMA;07.18.2013 00:00:00;
3.555;441;10;07.24.2013 00:00:00;J;4;JMA;;JMA;07.18.2013 00:00:00;
3.556;136;11;07.24.2013 00:00:00;J;4;JMA;;JMA;07.18.2013 00:00:00;
3.557;62;12;07.25.2013 00:00:00;J;1;JMA;;JMA;07.18.2013 00:00:00;
3.558;444;10;07.25.2013 00:00:00;J;4;JMA;;JMA;07.18.2013 00:00:00;
3.559;446;11;07.25.2013 00:00:00;J;5;JMA;;JMA;07.18.2013 00:00:00;
3.560;279;12;07.26.2013 00:00:00;J;1;JMA;;JMA;07.18.2013 00:00:00;
3.561;44;10;07.26.2013 00:00:00;J;4;JMA;;JMA;07.18.2013 00:00:00;
3.562;447;10;07.26.2013 00:00:00;J;5;JMA;;JMA;07.18.2013 00:00:00;
3.563;448;11;07.26.2013 00:00:00;J;5;JMA;;JMA;07.18.2013 00:00:00;
3.568;449;12;07.29.2013 00:00:00;J;1;JMA;;JMA;07.18.2013 00:00:00;
3.567;451;11;07.29.2013 00:00:00;J;5;JMA;;JMA;07.18.2013 00:00:00;
3.569;450;10;07.29.2013 00:00:00;J;4;JMA;;JMA;07.18.2013 00:00:00;
3.570;93;15;07.30.2013 00:00:00;J;3;JMA;;JMA;07.26.2013 00:00:00;
3.571;94;15;07.30.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.572;33;16;07.30.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.573;34;16;07.30.2013 00:00:00;J;2;JMA;;JMA;07.26.2013 00:00:00;
3.574;37;9;07.30.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.575;38;9;07.30.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.576;35;15;07.30.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.577;36;15;07.30.2013 00:00:00;J;3;JMA;;JMA;07.26.2013 00:00:00;
3.578;39;9;07.30.2013 00:00:00;J;3;JMA;;JMA;07.26.2013 00:00:00;
3.579;40;9;07.30.2013 00:00:00;J;3;JMA;;JMA;07.26.2013 00:00:00;
3.580;93;15;07.31.2013 00:00:00;J;3;JMA;;JMA;07.26.2013 00:00:00;
3.581;94;15;07.31.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.582;33;16;07.31.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.583;34;16;07.31.2013 00:00:00;J;2;JMA;;JMA;07.26.2013 00:00:00;
3.584;37;9;07.31.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.585;38;9;07.31.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.586;35;15;07.31.2013 00:00:00;J;1;JMA;;JMA;07.26.2013 00:00:00;
3.587;36;15;07.31.2013 00:00:00;J;3;JMA;;JMA;07.26.2013 00:00:00;
